﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At,,,
spotify:track:4NVNapccSX7E5JLiW0uQEy,Pound Cake / Paris Morton Music 2,"Drake, JAY-Z",Nothing Was The Same,1,13,432853,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1ID1QFSNNxi0hiZCNcwjUC,Legend,Drake,If You're Reading This It's Too Late,1,1,241853,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2BSbCCbaSCzkOEZa6N5901,Flaws And Sins,Juice WRLD,Death Race For Love,1,9,218348,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:74ZovzRxHBvCq5yIwe8boh,OKRA,"Tyler, The Creator",OKRA,1,1,151026,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:41MCdlvXOl62B7Kv86Bb1v,Empty,Juice WRLD,Death Race For Love,1,1,248431,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:3K6U7TamNyVSWcFH8pCQHX,Love Hurts (feat. Travis Scott),"Playboi Carti, Travis Scott",Die Lit,1,5,180560,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0JR7iZZ6Ql79sXW3rbiS3F,Ain't Livin Right (feat. Gunna),"Future, Juice WRLD, Gunna",Future & Juice WRLD Present... WRLD ON DRUGS,1,14,230533,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0aHoZOnjEzaN0UkypUkXb9,Long Way Down,Robert DeLong,In the Cards,1,2,233993,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:6rfcKGTIkxmLr9S48tWiGC,Cigarettes,Marc E. Bassy,"Only The Poets Mixtape, Vol. 1",1,2,187500,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0BLPuaA32HDg6AJTUT4WMl,Shark In The Water,V V Brown,Travelling Like The Light,1,3,184293,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams),"B.o.B, Hayley Williams",B.o.B Presents: The Adventures of Bobby Ray,1,4,180480,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0SuLAslEMFZAXf0SwY7syi,All Time Low,Jon Bellion,The Human Condition,1,3,217603,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:5E3P9e1hvjyIOlFyqNB5eD,Rich Girl - Remastered,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,1,7,144333,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:7FlwylpJSe3ea6m1IrkizS,West End Girls - 2001 Remaster,Pet Shop Boys,Please: Further Listening 1984-1986,1,2,245360,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:5OSXatDFgDD1kcyhdOhpPB,Theologians,Wilco,A ghost is born (Deluxe Version),1,10,212146,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:4hd8wgCh7ZQWRyXNLnwjTD,Georgia on My Mind,Ray Charles,Live at l'Olympia,1,6,372626,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,The Stranger (Legacy Edition),1,5,214240,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1ksayCHVLH4eKFm43GFokU,"Baby, I Love Your Way - Live",Peter Frampton,Frampton Comes Alive! (Deluxe Edition),1,10,281066,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:4fINc8dnfcz7AdhFYVA4i7,It Girl,Jason Derulo,Future History (Deluxe Edition),1,2,192200,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2u2udGmop1z67EPpr91km7,Man in the Mirror,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1,8,319306,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:5fSPbm5lcwtqwXkeQQswW8,Record Year,Eric Church,Mr. Misunderstood,1,9,179346,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:4mHgYpuGHu99Mw69E83CP2,Taking A Walk,Trippie Redd,LIFE'S A TRIP,1,2,121680,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0EsozsJjBFWTGXcfQHU7iQ,Jack Daniels,Eric Church,Chief,1,8,304040,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:05ZACkzW8YbRq3eFgIfSNB,Springsteen,Eric Church,Chief,1,9,263386,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:28pdIEbChDEj6JdhAuuXU9,Munny Right,Jon Bellion,The Definition,1,1,253779,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0ByqM6Uo4hzh1RZzHMM70v,Rich & Sad,Post Malone,beerbongs & bentleys,1,3,206453,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:4YKAOXyqkKZ5gOZR0AmVMN,Red Solo Cup,Toby Keith,Clancy's Tavern,1,10,223386,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:3Q74BN3z8lQIkiBC80zd07,Drinks After Work,Toby Keith,Drinks After Work,1,2,212466,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:17X2tSzibD9n9QRjdExcWT,Fly Over States,Jason Aldean,My Kinda Party,1,6,218200,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,American Kids,Kenny Chesney,The Big Revival,1,4,182960,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:498ZVInMGDkmmNVpSWqHiZ,May We All,"Florida Georgia Line, Tim McGraw",Dig Your Roots,1,6,226173,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2oPCR02nduYVpj7CTfsA0d,Blue Tacoma,Russell Dickerson,Yours,1,3,212066,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0i5el041vd6nxrGEU8QRxy,Cruise,Florida Georgia Line,Here's To The Good Times,1,1,208960,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:7GQjJEwqlp6m5HNWVQd6OR,Good Directions,Billy Currington,Doin' Somethin' Right,1,2,215853,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1Wjk9qHVbxgOopOEP9SqLW,Sleep Without You,Brett Young,Brett Young EP,1,1,187813,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:6wycnu8FWXsj68ig7BEot9,Blue Ain't Your Color,Keith Urban,Ripcord,1,7,230600,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:7hxZF4jETnE5Q75rKQnMjE,I Walk the Line,Johnny Cash,I Walk the Line (Original Soundtrack Recording),1,2,176533,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:7Il2yWQmsqKgSkLQvHTPUI,Tequila,Dan + Shay,Tequila,1,1,195986,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:6lOsjTvgGL08uRf2nKrSed,Dreaming - The Chainsmokers Remix,"Smallpools, The Chainsmokers",Dreaming Remix EP,1,1,297906,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:4AewKenHXKBt643p473xCk,American Money,BØRNS,Dopamine,1,4,260986,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0At2qAoaVjIwWNAqrscXli,Boo'd Up,Ella Mai,READY,1,1,256063,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:21RzyxY3EFaxVy6K4RqaU9,Body,"Loud Luxury, Brando",Body,1,1,163216,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,"Kanye West, PARTYNEXTDOOR",ye,1,6,271386,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,"Rihanna, Kanye West, Paul McCartney",FourFiveSeconds,1,1,188238,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,Kanye West,ye,1,7,215320,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:55WLWX71YkHt2tSucNIf1g,Sold Out Dates (feat. Lil Baby),"Gunna, Lil Baby",Sold Out Dates (feat. Lil Baby),1,1,166368,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:55qBw1900pZKfXJ6Q9A2Lc,Teenage Dream,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection,1,1,227760,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",Blurred Lines (Deluxe),1,1,263826,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2cZLzOZgVEv0YXXwOmh54A,Cold Water - Afrojack Remix,"Major Lazer, Justin Bieber, MØ, Afrojack",Cold Water (Remixes),1,5,190706,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,Kelly Clarkson,Breakaway,1,2,188960,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2374M0fQpWi3dLnB54qaLX,Africa,TOTO,Toto IV,1,10,295893,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:4y4KG66qCAN2TTevOAEjHy,She (Featuring Frank Ocean),"Tyler, The Creator",Goblin (Deluxe Edition),1,4,253386,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:5CxFl4XSOMAClE8sL1zFv9,Retro [ROUGH],Childish Gambino,Kauai,1,3,155914,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:5NhlpQ6BOIz3S5welptk1W,Sober,Childish Gambino,Kauai,1,1,252026,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0B1ir19jaWI1KNDbWbXwEZ,Anna Sun,WALK THE MOON,Walk The Moon (Expanded Edition),1,4,321293,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road (Remastered),1,7,185733,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2bjQJzyJfKlHSNDwvmcOBv,Hate It Here,Wilco,Sky Blue Sky,1,8,270920,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:38paDDziQ57k1f4VfKTeGk,California Stars,"Billy Bragg, Wilco",Mermaid Avenue,1,2,298533,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:3ee8Jmje8o58CHK66QrVC2,SAD!,XXXTENTACION,?,1,4,166605,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:5Yi6mwvMHnnh241uGjcJYy,Son Of A Son Of A Sailor,Jimmy Buffett,Son Of A Son Of A Sailor,1,1,206093,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,The Mamas & The Papas,If You Can Believe Your Eyes & Ears,1,7,162373,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:7Dbg5O9nNWu6SWxDjJ9qoq,In The Air Tonight,Phil Collins,Face Value,1,1,333120,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:42zd6DYQ4o4SECmTITrM1U,Dreams and Nightmares,Meek Mill,Dreams and Nightmares (Deluxe Edition),1,1,230693,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:3muBQDekYAg7jm6hDu6R0Z,First Day Out,Tee Grizzley,My Moment,1,2,254693,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2j7mcsEz4n5XxMMqqjjB6p,100 Shooters (feat. Meek Mill),"Future, Doe Boy, Meek Mill",100 Shooters (feat. Meek Mill),1,1,209120,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2LNMhZ3YijTO7USmqjgJfG,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,TA13OO,2,5,231333,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:6otiaV2fagE3s8IvP6WkwG,I'm Just a Kid,Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",1,4,198333,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1YOa64UEisGlTR81WVq30J,Zack And Codeine,Post Malone,beerbongs & bentleys,1,4,204360,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2PAhcPwab2sJz340QHtunD,This Modern Love,Bloc Party,Silent Alarm (U.S. Version),1,7,265706,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0hm8rgOY17z7kQJlqGKbu7,I Will Wait,Mumford & Sons,Babel (Deluxe Version),1,3,276720,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1WbYFNSUNn9fP1x0Z5DU95,Riptide,MisterWives,Spotify Sessions,1,6,253200,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1gGsNNUfvVMOv4llVMg8Vg,Ps & Qs,Lil Uzi Vert,Lil Uzi Vert vs. The World,1,7,221538,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:16XeptMdlJTWWeIrwEAOvv,Old Man - 2009 Remaster,Neil Young,Harvest (2009 Remaster),1,6,202146,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:5l9c6bJmzvftumhz4TMPgk,Harvest Moon,Neil Young,Harvest Moon,1,4,303213,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0LrwgdLsFaWh9VXIjBRe8t,Changes - 2015 Remaster,David Bowie,Hunky Dory (2015 Remastered Version),1,1,217746,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2EFtUP7BmsjHzhQqI6A4rp,Down by the River - 2009 Remaster,"Neil Young, Crazy Horse",Everybody Knows This Is Nowhere,1,4,558186,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - 2011 Mix,Queen,A Night At The Opera (Deluxe Remastered Version),1,11,354320,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:39sH8Fl415P7O8GRP1Td6Z,Fat Bottomed Girls,Queen,Jazz,1,2,255533,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2EPbvVyo2qrrmeiEm57Cfl,Don't Judge Me (feat. Future & Swae Lee),"Ty Dolla $ign, Future, Swae Lee",Beach House 3,1,7,242880,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:75zMKn5euxQdlkZgu4P42J,Sympathy For The Devil,The Rolling Stones,The Rolling Stones Singles Collection: The London Years,3,13,376800,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:23SryQFx36SXmuAj7tXxec,Key to the Streets (feat. Migos & Trouble),"YFN Lucci, Migos, Trouble",Wish Me Well 2,1,13,281986,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:77TT8Xvx637TpzV8kKGkUw,Titanium (feat. Sia),David Guetta,Nothing but the Beat,1,13,245040,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1tAutlhI9FwnKn7fVgmd5P,Without You (feat. Usher),David Guetta,Nothing but the Beat 2.0,1,4,208133,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:6lUY6MoqGgPnA27PHYxem5,Bulletproof,La Roux,La Roux,1,4,205733,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0WfKDYeUAoLA3vdvLKKWMW,Poker Face,Lady Gaga,The Fame,1,4,237200,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:739vCwA3EpBSkk3uDsI2wB,Lemon - Drake Remix,"N.E.R.D, Rihanna, Drake",Lemon (Drake Remix),1,1,226106,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1EYAwIPylDV5xVgjFX6ySb,Love On The Brain - The Voice Performance,Chris Blue,The Complete Season 12 Collection (The Voice Performance),1,4,215033,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:745H5CctFr12Mo7cqa1BMH,My Girl,The Temptations,The Temptations Sing Smokey,1,3,165000,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:6sPOmDulFtLzfX25zICNrC,Build Me Up Buttercup,The Foundations,The Foundations,1,7,177533,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2iuZJX9X9P0GKaE93xcPjk,Sugar,Maroon 5,V,1,5,235493,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:2oENJa1T33GJ0w8dC167G4,Fire Burning,Sean Kingston,Tomorrow,1,3,239986,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,OutKast,Stankonia,1,5,270506,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:27L8sESb3KR79asDUBu8nW,Stacy's Mom,Fountains Of Wayne,Welcome Interstate Managers,1,3,197986,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:5ihS6UUlyQAfmp48eSkxuQ,Landslide,Fleetwood Mac,Fleetwood Mac,1,8,199493,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1hWYT0w2R0J19rlVkiez7X,Battle Scars,"Lupe Fiasco, Guy Sebastian",Food & Liquor II: The Great American Rap Album Pt. 1,1,11,250320,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0srwKuJPH8yBzzFUJMBQM2,Rack City,Tyga,Careless World: Rise Of The Last King,1,11,203200,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),"Kodak Black, Offset, Travis Scott",Dying to Live,1,5,228759,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:1eQBEelI2NCy7AUTerX0KS,Ultralight Beam,Kanye West,The Life Of Pablo,1,1,320680,spotify:user:wywymarsh,2019-12-03T21:20:22Z,,,
spotify:track:3rQ0ZaLrkLv8HhAAKSbAC0,Posthumous Forgiveness,Tame Impala,Posthumous Forgiveness,1,1,366066,spotify:user:wywymarsh,2019-12-03T21:20:31Z,,,
spotify:track:495O1Affo7AurEPQcvcr18,Cooler Than Me - Single Mix,"Mike Posner, Gigamesh",31 Minutes to Takeoff,1,4,213293,spotify:user:wywymarsh,2019-12-03T21:20:39Z,,,
spotify:track:4zIaXqKCXZs02eB6jEe5Mf,Mr. Saxobeat - Radio Edit,Alexandra Stan,Saxobeats,1,1,195280,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:16Of7eeW44kt0a1M0nitHM,You Make Me Feel... (feat. Sabi),"Cobra Starship, Sabi",Night Shades,1,2,215693,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull, Ne-Yo, Afrojack, Nayer",Planet Pit (Deluxe Version),1,2,252306,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,Motion,1,8,222533,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,Pink Friday ... Roman Reloaded,1,10,210626,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),"Usher, Pitbull",Raymond v Raymond (Expanded Edition),1,16,220800,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",Only One Flo (Part 1),1,7,234560,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),"Pitbull, Chris Brown",Planet Pit (Deluxe Version),1,8,227280,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,Like A G6,"Far East Movement, The Cataracs, DEV",Free Wired,1,2,216893,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:11Iv8RCFmeImLOpaHYxKb4,Stereo Love - Radio Edit,"Edward Maya, Vika Jigulina",Stereo Love,1,1,185120,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",1,3,218093,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:7kMfu3KUydmrFVGEAhjtyl,Good Girls Go Bad (feat. Leighton Meester),"Cobra Starship, Leighton Meester",Hot Mess,1,3,196413,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,"Jennifer Lopez, Pitbull",On The Floor,1,1,230906,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,Animal (Expanded Edition),1,2,199693,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,"will.i.am, Britney Spears",#willpower,1,4,283400,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,"Soulja Boy, Sammie",iSouljaBoyTellem,1,6,193386,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:7LP4Es66zdY7CyjepqmvAg,Down,"Jay Sean, Lil Wayne",All Or Nothing,1,3,212106,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,I Love It (feat. Charli XCX),"Icona Pop, Charli XCX",THIS IS... ICONA POP,1,1,157152,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:6Bo7elbKiRfaHBMJGEBHqF,Since U Been Gone,Kelly Clarkson,Breakaway,1,2,188685,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:7cUhxtLxcNZXV6Qdpi8PTO,Promiscuous,"Nelly Furtado, Timbaland",The Best of Nelly Furtado (International Version),1,8,242373,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:22Lg6vvMS2JC07aAjsGvtU,Hot N Cold,Katy Perry,Hot N Cold,1,1,223226,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),"Flo Rida, T-Pain",Mail on Sunday,1,5,231400,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,Oops!... I Did It Again,1,1,211160,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:3XVozq1aeqsJwpXrEZrDJ9,Ice Ice Baby,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,1,1,254466,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:6e40mgJiCid5HRAGrbpGA6,I Want It That Way,Backstreet Boys,The Hits--Chapter One,1,1,213600,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,Sean Kingston,Beautiful Girls,1,1,225373,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,The Trinity,1,11,218573,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:19JdbdEwQI7bCxefMokZO8,My Humps,Black Eyed Peas,Monkey Business,1,5,326960,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,OutKast,Speakerboxxx/The Love Below,2,9,235213,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:2kQuhkFX7uSVepCD3h29g5,Smack That,"Akon, Eminem",Konvicted,1,3,212360,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:5vlEg2fT4cFWAqU5QptIpQ,Replay,Iyaz,Replay,1,1,182306,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:1DqdF42leyFIzqNDv9CjId,Dynamite,Taio Cruz,Rokstarr,1,1,203866,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:5hWdgGVcfTeLPAiHM6EZG9,Good Vibrations,"Marky Mark And The Funky Bunch, Loleatta Holloway",Music For The People,1,2,269306,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:5gb9UJkh8TfrNMRYOJNbew,Gives You Hell,The All-American Rejects,When The World Comes Down,1,4,213106,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,1,13,238626,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:5YnKmPZytgkywuHktntXDV,Everytime We Touch,Cascada,Everytime We Touch,1,1,199866,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:6jEZLz3YpnEBRpVkv35AmP,Gasolina,Daddy Yankee,Barrio Fino (Bonus Track Version),1,5,192600,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:4UuHWIkAWnN176A2rx7YFB,1985,Bowling For Soup,A Hangover You Don't Deserve,1,3,193000,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:6HkjpGIOHv4y0IBAxUbE5z,Just Dance,"Lady Gaga, Colby O'Donis",The Fame,1,1,241933,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,Hot Chelle Rae,Whatever,1,2,200466,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:6KOEK6SeCEZOQkLj5M1PxH,California Gurls,"Katy Perry, Snoop Dogg",Teenage Dream,1,3,234653,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:1CdqVF1ywD0ZO1zXtB9yWa,Break Your Heart,"Taio Cruz, Ludacris",Rokstarr,1,2,186266,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
spotify:track:3TGRqZ0a2l1LRblBkJoaDx,Call Me Maybe,Carly Rae Jepsen,Kiss (Deluxe),1,3,193400,spotify:user:wywymarsh,2019-12-03T21:20:47Z,,,
